"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.249311960E2,7.494870573E-3,2.443552017E-3,-6.038665771E-3
9.249510853E2,-7.376994938E-3,-6.247639656E-3,-1.815414429E-2
9.249709748E2,1.991588622E-3,-6.245017052E-3,-1.351833344E-2
9.249908645E2,1.308868080E-2,1.082420349E-3,-3.354072571E-3
9.250107386E2,-2.256855369E-3,-1.791954041E-3,-1.302337646E-2
9.250306433E2,-4.754401743E-3,5.386471748E-3,-2.748680115E-2
9.250505328E2,6.444890052E-3,-2.767682076E-3,-2.705287933E-2
9.250704223E2,5.351141095E-3,1.536250114E-3,-8.916854858E-3
9.250903119E2,1.672957093E-3,2.293109894E-3,5.445480347E-4
9.251102080E2,7.799014449E-3,3.986358643E-4,6.347656250E-3
9.251300758E2,3.703769296E-3,-8.420944214E-4,-1.029109955E-2
9.251499807E2,-2.105355263E-3,-3.647327423E-3,-1.458358765E-2
9.251698700E2,7.857587188E-3,-1.411199570E-3,-3.845214844E-3
9.251897596E2,2.196725458E-3,5.162954330E-4,-1.318740845E-2
9.252096335E2,-1.124151051E-3,4.249811172E-4,-1.451587677E-2
9.252295386E2,1.408010721E-4,-7.908821106E-3,-1.837635040E-2
9.252494281E2,5.363784730E-3,-4.869461060E-3,-8.400917053E-3
9.252693023E2,-7.252804935E-4,-1.199483871E-3,-1.632690430E-2
9.252892072E2,2.058364451E-3,8.177757263E-4,-1.419734955E-2
9.253090954E2,4.764012992E-3,-8.497953415E-3,-1.647090912E-2
9.253289861E2,1.511499286E-4,-6.945729256E-3,-2.023696899E-2
9.253488756E2,-9.275600314E-4,-1.768708229E-3,-1.538848877E-2
9.253687651E2,-8.700899780E-4,-2.892017365E-3,-1.241493225E-2
9.253886560E2,-3.679748625E-3,3.037691116E-3,-1.073169708E-2
9.254085442E2,-2.544596791E-3,-2.825737000E-3,-6.527900696E-3
9.254284338E2,5.324564874E-3,-1.475334167E-3,-5.196571350E-3
9.254483233E2,1.443825662E-3,-2.099394798E-3,-1.338195801E-2
9.254682128E2,-5.027130246E-3,-9.216070175E-3,-1.444721222E-2
9.254881033E2,-6.750211120E-3,-1.655459404E-3,-2.268695831E-2
9.255079919E2,3.773529083E-3,-1.133203506E-3,9.805679321E-3
9.255278813E2,1.364421472E-2,-6.575107574E-3,-1.683998108E-2
9.255477732E2,8.334361017E-3,5.556344986E-4,-1.084232330E-2
9.255676449E2,4.546064883E-3,-1.022696495E-3,-5.043029785E-3
9.255875374E2,-2.848155797E-3,-9.281635284E-4,-1.816749573E-2
9.256074381E2,-5.904726684E-3,-4.965782166E-3,-1.528167725E-2
9.256273275E2,3.279440105E-3,-1.255035400E-3,-6.500244141E-3
9.256472171E2,1.178951189E-2,-3.717541695E-3,-1.232242584E-2
9.256671067E2,3.690395504E-3,-5.408525467E-3,-1.521587372E-2
9.256869972E2,-1.627609134E-3,-7.532715797E-3,-1.193428040E-2
9.257068716E2,9.864665568E-3,-9.562969208E-4,-2.289772034E-3
9.257267765E2,1.123932377E-2,-8.093714714E-3,1.035022736E-2
9.257466662E2,-1.797874644E-2,1.471877098E-3,3.683090210E-3
9.257665556E2,1.994796097E-3,7.880926132E-3,-1.155853271E-3
9.257864450E2,1.859338209E-2,-5.032300949E-3,-2.838134766E-3
9.258063346E2,-5.836933851E-3,2.485036850E-3,-9.867668152E-3
9.258262242E2,-5.886882544E-3,-3.856658936E-3,-2.531242371E-2
9.258461162E2,1.562926918E-2,3.335237503E-3,-1.113414764E-2
9.258660041E2,1.399684697E-3,-1.715660095E-3,7.214546204E-3
9.258858912E2,5.168281496E-4,-4.669308662E-3,-1.707744598E-2
9.259057820E2,1.439233124E-2,-2.358317375E-3,-1.288414001E-3
9.259256717E2,5.476765335E-3,-7.204294205E-3,-1.287651062E-2
9.259455611E2,-2.285297960E-3,-3.052830696E-3,-4.087448120E-3
9.259654508E2,1.229227893E-2,-1.078379154E-2,-2.269649506E-2
9.259853400E2,6.732791662E-3,-1.345753670E-3,-1.391696930E-2
9.260052298E2,-4.747260362E-3,3.524303436E-3,-4.201889038E-3
9.260251105E2,5.587335676E-3,-8.113384247E-4,-5.788803101E-3
9.260450091E2,2.943042666E-3,-5.855441093E-3,-1.193332672E-2
9.260648984E2,2.209607512E-3,-2.826929092E-3,-1.991367340E-2
9.260847876E2,8.030205965E-3,-5.672812462E-3,-1.583099365E-2
9.261046772E2,8.322000504E-3,-7.298827171E-3,-1.270580292E-2
9.261245667E2,-8.070297539E-3,3.230333328E-3,-1.701068878E-2
9.261444562E2,7.180161774E-3,3.765821457E-4,-8.467674255E-3
9.261643462E2,8.232977241E-3,2.542734146E-3,-1.115798950E-3
9.261842409E2,-7.362365723E-4,-2.710461617E-3,-1.591777802E-2
9.262041237E2,4.515442997E-3,1.725673676E-3,-3.682136536E-3
9.262240174E2,9.849481285E-3,-3.451466560E-3,-2.056789398E-2
9.262439041E2,-4.603572190E-3,-8.649468422E-3,-1.454925537E-2
9.262637934E2,5.130629987E-3,-4.144072533E-3,-6.919860840E-3
9.262836830E2,4.071440548E-3,4.869937897E-3,-1.570034027E-2
9.263035722E2,1.573186368E-3,5.460262299E-3,-4.636764526E-3
9.263234621E2,5.287714303E-3,-1.160621643E-3,-6.287574768E-3
9.263433516E2,6.903111935E-3,-7.903933525E-3,-1.363658905E-2
9.263632411E2,-7.684770972E-3,4.016160965E-4,-1.547336578E-2
9.263831306E2,2.308301628E-3,-8.335828781E-3,-6.389617920E-3
9.264030226E2,1.027664915E-2,-4.756450653E-3,-1.129150391E-2
9.264229097E2,2.815008163E-3,-1.007318497E-3,-1.246547699E-2
9.264427992E2,4.177279770E-4,-1.371741295E-3,-2.074241638E-3
9.264626731E2,2.758763731E-3,-3.915786743E-3,-1.425170898E-2
9.264825776E2,-9.063147008E-4,-5.306720734E-3,-1.133155823E-2
9.265024663E2,-3.848887980E-3,-3.585934639E-3,-1.788330078E-2
9.265223556E2,4.142872989E-3,1.744031906E-3,-1.415729523E-2
9.265422454E2,-1.480169594E-4,3.346323967E-3,-5.328178406E-3
9.265621347E2,-1.083955169E-3,-4.581809044E-3,-1.614761353E-2
9.265820252E2,7.735591382E-3,-1.026558876E-2,-9.085655212E-3
9.266019152E2,5.285039544E-3,3.336787224E-3,-1.590633392E-2
9.266218046E2,-2.748519182E-4,2.028584480E-3,-3.325462341E-3
9.266416943E2,8.490096778E-3,-1.744031906E-3,-2.497863770E-2
9.266615740E2,8.621513844E-4,-2.916097641E-3,-2.746868134E-2
9.266814732E2,2.927862108E-3,-5.680203438E-3,6.316184998E-3
9.267013629E2,1.175650954E-2,-8.433222771E-3,-7.791519165E-4
9.267212524E2,-4.599265754E-3,-9.226799011E-4,-2.166366577E-2
9.267411419E2,-1.617193222E-3,-4.507660866E-3,-7.400512695E-3
9.267610313E2,4.729088396E-3,-1.175379753E-2,-2.252578735E-2
9.267809233E2,7.904544473E-4,-8.372902870E-3,-1.040077209E-2
9.268008102E2,1.877851784E-3,-3.388881683E-3,-1.425361633E-2
9.268206998E2,7.170479745E-3,-9.090900421E-3,-1.670551300E-2
9.268405894E2,4.189830273E-3,8.158683777E-4,-5.383491516E-3
9.268604790E2,-1.888021827E-3,3.041982651E-3,4.097938538E-3
9.268803685E2,5.465120077E-3,4.422664642E-4,-1.510524750E-2
9.269002578E2,4.213228822E-4,-3.059267998E-3,-1.980495453E-2
9.269201475E2,2.377972007E-3,-2.983570099E-3,-1.175403595E-2
9.269400217E2,6.594322622E-3,-1.105773449E-2,-5.143165588E-3
9.269599265E2,8.581168950E-3,-7.508277893E-3,-6.593704224E-3
9.269798159E2,8.438177407E-3,-1.436018944E-2,-2.011108398E-2
9.269997053E2,3.725700080E-3,1.820683479E-3,2.341842651E-2
9.270195952E2,2.654433250E-3,-1.170873642E-3,-1.827049255E-2
9.270394799E2,-4.462413490E-4,-9.588003159E-3,-3.581047058E-2
9.270593741E2,1.150009036E-2,-2.506494522E-3,-1.520061493E-2
9.270792636E2,-1.465800032E-2,-5.288124084E-4,-1.075458527E-2
9.270991516E2,-1.050483435E-3,-6.759762764E-3,-4.671096802E-3
9.271190411E2,1.861908101E-2,1.491069794E-3,-4.842758179E-3
9.271389320E2,-8.769772947E-3,-4.268646240E-3,-9.775161743E-4
9.271588215E2,8.982121944E-4,-5.834460258E-3,-1.560020447E-2
9.271787110E2,7.699947804E-3,-1.400947571E-2,-1.941585541E-2
9.271986006E2,-1.063566655E-3,2.826452255E-3,1.648902893E-2
9.272184899E2,4.970360547E-3,-3.983139992E-3,-2.327728271E-2
9.272383657E2,1.593349874E-2,-8.068084717E-3,-1.045894623E-2
9.272582692E2,-1.189485192E-5,2.341747284E-3,-8.151054382E-3
9.272781431E2,-4.845708609E-3,3.260731697E-3,4.390716553E-3
9.272980468E2,4.013292491E-3,-1.045870781E-2,-1.417732239E-2
9.273179377E2,-7.490906864E-3,-1.967430115E-3,-1.386547089E-2
9.273378272E2,-9.033646435E-3,6.609439850E-3,3.917694092E-3
9.273577013E2,1.264932752E-2,-1.555681229E-3,-7.637023926E-3
9.273775914E2,-2.166483551E-3,-4.828691483E-3,-1.843738556E-2
9.273974817E2,-6.732709706E-3,-4.113793373E-3,-7.004737854E-3
9.274173838E2,3.520697355E-3,-2.540588379E-3,-1.799869537E-2
9.274372733E2,9.214114398E-3,-3.122806549E-3,-1.036071777E-2
9.274571631E2,3.268584609E-3,-7.313966751E-3,-1.639366150E-2
9.274770527E2,-2.180088311E-3,-7.331728935E-3,-6.455421448E-3
9.274969434E2,3.212690353E-3,-7.695913315E-3,-9.618759155E-3
9.275168327E2,-1.038882881E-3,-9.519934654E-3,-9.060859680E-3
9.275367222E2,-1.631308347E-3,6.503224373E-3,-4.838943481E-3
9.275566119E2,7.613860071E-4,-4.982352257E-3,3.684043884E-3
9.275765014E2,-6.457865238E-4,-2.849102020E-5,-9.464263916E-3
9.275963911E2,2.417549491E-3,-3.850460052E-5,6.465911865E-4
9.276162803E2,5.762569606E-3,-1.929402351E-3,-1.628017426E-2
9.276361699E2,6.265193224E-3,-4.350900650E-3,-1.527023315E-2
9.276560588E2,-1.034293324E-3,-3.063321114E-3,-2.883338928E-2
9.276759473E2,-1.682300121E-3,-6.184816360E-3,-1.197052002E-2
9.276958387E2,2.068500966E-3,-9.922862053E-3,-8.283615112E-3
9.277157277E2,3.270380199E-3,-3.931522369E-3,-8.702278137E-3
9.277356173E2,7.202140987E-4,-1.437783241E-3,-2.044773102E-2
9.277555071E2,1.727603376E-4,-1.118147373E-2,-4.955291748E-3
9.277753966E2,-1.525957137E-3,-5.214691162E-3,-4.529953003E-4
9.277952859E2,1.783907413E-3,1.615285873E-4,-3.355979919E-3
9.278151756E2,1.309296302E-2,7.624626160E-4,2.367973328E-3
9.278350642E2,3.675218672E-3,-2.613067627E-4,-1.678180695E-2
9.278549389E2,-7.759477943E-3,-7.459759712E-3,6.469726562E-3
9.278748287E2,-3.770623356E-3,5.776524544E-3,-3.065109253E-3
9.278947184E2,6.978552788E-3,1.684963703E-2,-3.655242920E-2
9.279146231E2,-1.194212586E-3,-7.177233696E-3,4.699707031E-3
9.279345111E2,-8.411135525E-3,-2.145493031E-2,-9.317398071E-4
9.279544021E2,4.532236606E-3,-3.982901573E-3,-5.015373230E-3
9.279742919E2,7.305189967E-3,3.590941429E-3,2.670288086E-5
9.279941814E2,-1.238406077E-2,1.163542271E-2,-1.058101654E-2
9.280140695E2,5.105435848E-3,-1.393723488E-2,-9.065628052E-3
9.280339605E2,1.755419187E-2,4.764795303E-4,1.171398163E-2
9.280538498E2,-1.728689298E-2,6.416082382E-3,-1.022720337E-2
9.280737393E2,4.108998924E-3,1.598715782E-3,-1.165008545E-2
9.280936288E2,1.238198951E-2,-1.644027233E-2,-3.614521027E-2
9.281135182E2,-1.024918631E-2,3.377318382E-3,-4.506492615E-2
9.281334079E2,3.856372088E-3,1.825213432E-3,-2.572059631E-2
9.281532972E2,2.888884395E-3,-4.560947418E-4,-3.593254089E-2
9.281731625E2,-9.991865605E-3,-1.794099808E-3,-2.402305603E-3
9.281930748E2,6.229642779E-3,2.843618393E-3,-5.576610565E-2
9.282129657E2,1.094701327E-2,6.135582924E-3,-7.318496704E-3
9.282328556E2,-3.929045051E-3,-3.377199173E-4,-2.386474609E-2
9.282527434E2,1.719020307E-3,-1.796376705E-2,-1.443576813E-2
9.282726341E2,1.370340213E-2,1.347541809E-3,-1.131725311E-2
9.282925222E2,-1.025326550E-3,1.248359680E-3,-7.255554199E-3
9.283124122E2,-1.452859491E-3,-2.194762230E-3,-1.478576660E-2
9.283323015E2,8.965566754E-3,3.172159195E-4,-1.218414307E-2
9.283521913E2,1.029408351E-2,-5.349040031E-3,-5.447387695E-3
9.283720812E2,-3.900513053E-3,5.228757858E-3,-2.298355103E-3
9.283919713E2,-8.183680475E-4,-6.703615189E-3,-1.251125336E-2
9.284118611E2,7.929079235E-3,-3.446578979E-3,7.686614990E-4
9.284317505E2,-4.208270460E-3,8.727312088E-3,-1.184558868E-2
9.284516400E2,-6.769023836E-3,5.349397659E-3,-5.144119263E-3
9.284715295E2,1.029448584E-2,3.045678139E-3,-2.080821991E-2
9.284914192E2,7.863081992E-4,-8.608102798E-3,-2.092647552E-2
9.285113088E2,-8.491009474E-3,-6.148219109E-3,4.816055298E-4
9.285311982E2,-2.906691283E-3,-4.733443260E-3,-2.820968628E-3
9.285510730E2,7.732730359E-3,-1.535296440E-3,-8.527755737E-3
9.285709771E2,-4.303827882E-4,-5.110025406E-3,-2.335929871E-2
9.285908665E2,4.823014140E-3,-5.405068398E-3,-1.936626434E-2
9.286107561E2,-6.537027657E-4,-2.323865891E-3,-7.439613342E-3
9.286306455E2,5.971699953E-3,2.604484558E-3,-2.741336823E-2
9.286505350E2,1.680813730E-4,-7.058739662E-3,-1.165008545E-2
9.286704245E2,9.447786957E-3,-1.081502438E-2,-2.458000183E-2
9.286903141E2,1.535765827E-3,-6.533384323E-3,-4.728317261E-3
9.287102038E2,-4.011400044E-3,3.052234650E-3,2.107620239E-4
9.287300781E2,2.037487924E-3,2.696990967E-3,-1.932907104E-2
9.287499827E2,3.192268312E-3,-7.395267487E-3,-5.942344666E-3
9.287698568E2,7.552180439E-3,-4.818439484E-3,-5.859375000E-3
9.287897621E2,1.920983195E-4,-5.511045456E-4,-1.446533203E-2
9.288096515E2,5.856920034E-3,1.750111580E-3,-4.216194153E-3
9.288295393E2,-1.945484430E-3,-2.231121063E-3,-3.050804138E-3
9.288494302E2,9.114295244E-5,3.343701363E-3,-5.612373352E-3
9.288693044E2,2.555869520E-3,-3.245472908E-3,1.991271973E-3
9.288892092E2,7.984384894E-3,3.482818604E-3,2.046394348E-2
9.289090985E2,-1.543258503E-2,-5.995750427E-3,9.338378906E-3
9.289289883E2,-9.490735829E-3,-6.067276001E-3,-4.776954651E-3
9.289488779E2,4.800058901E-3,-1.276850700E-2,4.307746887E-3
9.289687672E2,1.930970699E-3,-2.002596855E-3,-1.695156097E-2
9.289886570E2,-4.099942744E-4,4.499435425E-3,-1.061344147E-2
9.290085464E2,1.961391419E-3,3.921985626E-4,-5.769729614E-3
9.290284359E2,4.152905196E-3,-7.234334946E-3,4.531860352E-3
9.290483254E2,8.240278810E-3,-4.478454590E-3,-9.536743164E-3
9.290682150E2,4.464350641E-3,2.965927124E-4,1.826286316E-3
9.290881054E2,3.441944718E-3,-2.036452293E-3,-1.430034637E-2
9.291079939E2,2.669908106E-3,1.729965210E-3,-1.808834076E-2
9.291278835E2,6.907157600E-3,-2.375960350E-3,-1.312065125E-2
9.291477717E2,2.109840512E-3,1.330375671E-4,-1.381969452E-2
9.291676474E2,5.062274635E-3,1.060962677E-3,-1.234340668E-2
9.291875373E2,1.927174628E-3,-7.820129395E-4,-1.249408722E-2
9.292074401E2,1.494415104E-3,4.693984985E-3,-3.398704529E-2
9.292273299E2,-3.211714327E-3,4.312992096E-3,-1.761341095E-2
9.292472191E2,9.459070861E-4,1.078844070E-4,1.925086975E-2
9.292671092E2,-8.666925132E-4,2.705454826E-3,-7.690429688E-3
9.292870005E2,4.327692091E-3,9.096860886E-4,-1.413917542E-2
9.293068890E2,7.115703076E-3,-4.750132561E-3,-2.459430695E-2
9.293267788E2,-1.833893359E-3,-5.580425262E-3,-2.043724060E-2
9.293466620E2,-1.183401793E-3,-2.043247223E-3,-1.502323151E-2
9.293665578E2,3.999486566E-3,7.492184639E-3,-2.631759644E-2
9.293864472E2,9.301837534E-3,6.414771080E-3,-5.601692200E-2
9.294063369E2,8.288733661E-4,-5.540251732E-3,-7.670402527E-3
9.294262262E2,-4.111494869E-3,4.633426666E-3,-1.083660126E-2
9.294461159E2,1.962300390E-3,5.691409111E-3,-1.262283325E-2
9.294660064E2,5.683191121E-4,-9.629726410E-4,-1.562404633E-2
9.294858948E2,-5.935866386E-3,-9.216785431E-3,-1.149082184E-2
9.295057842E2,3.893267363E-3,-7.282614708E-3,-2.397251129E-2
9.295256739E2,-6.466113031E-3,-1.724481583E-3,-9.189605713E-3
9.295455631E2,1.714669168E-3,4.892349243E-3,-3.205490112E-2
9.295654372E2,2.461105585E-3,-8.872628212E-3,-2.994346619E-2
9.295853424E2,1.914948225E-3,-4.553556442E-3,-1.412010193E-2
9.296052319E2,1.251131296E-3,7.003545761E-3,-9.511947632E-3
9.296251213E2,6.276331842E-3,2.203106880E-3,-1.919269562E-2
9.296450120E2,-3.927282989E-3,4.609823227E-3,-2.042770386E-3
9.296649007E2,-8.380785584E-4,-1.240670681E-2,-3.980636597E-3
9.296847898E2,9.109497070E-3,3.857493401E-3,-1.262760162E-2
9.297046795E2,1.421004534E-3,9.374976158E-3,-1.374912262E-2
9.297245675E2,2.260528505E-3,-6.731748581E-4,-1.542758942E-2
9.297444565E2,-8.753649890E-4,1.059651375E-3,-1.194286346E-2
9.297643485E2,7.121972740E-3,1.040136814E-2,-8.948326111E-3
9.297842373E2,6.184246391E-3,7.914185524E-3,-5.611419678E-3
9.298041272E2,-2.444598824E-3,-1.379847527E-3,-1.278591156E-2
9.298240194E2,1.034777611E-3,-3.865838051E-3,-1.527881622E-2
9.298439061E2,5.767248571E-3,-3.999471664E-3,-1.246738434E-2
9.298637956E2,5.949378014E-3,4.657983780E-3,-8.789062500E-3
9.298836851E2,4.205256701E-3,-3.474354744E-3,-1.535415649E-2
9.299035746E2,-1.484557986E-3,-1.323223114E-5,-1.266765594E-2
9.299234640E2,-2.417534590E-3,-2.701401711E-3,-1.161575317E-2
9.299433471E2,8.316680789E-3,-3.397107124E-3,-1.073741913E-2
9.299632416E2,-2.286061645E-4,3.890991211E-4,-1.971626282E-2
9.299831330E2,5.015302449E-3,-6.471276283E-3,-9.665489197E-3
9.300030238E2,8.174959570E-3,1.191496849E-3,-5.599975586E-3
9.300229118E2,-9.244658053E-3,-1.516461372E-3,-7.663726807E-3
9.300428014E2,3.655783832E-3,-7.580518723E-3,-5.283355713E-4
9.300626910E2,9.985305369E-4,5.584120750E-3,-2.780151367E-2
9.300825790E2,4.281569272E-3,-7.812023163E-3,-1.041126251E-2
9.301024685E2,8.346706629E-3,4.011273384E-3,-1.776695251E-2
9.301223579E2,2.962391824E-3,-3.645539284E-3,-2.515029907E-2
9.301422475E2,-5.610864609E-3,5.243539810E-3,3.346443176E-3
9.301621368E2,-5.099102855E-3,7.884263992E-3,-1.170921326E-2
9.301820273E2,3.243651241E-3,-1.702189445E-3,-1.263523102E-2
9.302019172E2,-8.334279060E-3,4.326939583E-3,-1.630210876E-2
9.302218067E2,7.021650672E-4,4.998326302E-3,-8.455276489E-3
9.302416964E2,6.998822093E-3,7.532715797E-3,-2.834796906E-2
9.302615705E2,-3.578923643E-3,-7.670998573E-3,9.722709656E-3
9.302814754E2,5.154728889E-3,-3.050088882E-3,-2.119255066E-2
9.303013633E2,-3.701638430E-3,-1.440525055E-3,-6.464958191E-3
9.303212542E2,-2.925768495E-4,3.798842430E-3,-1.064109802E-2
9.303411440E2,2.811539918E-3,-3.238439560E-3,-3.248023987E-2
9.303610327E2,3.811690956E-3,-2.202033997E-3,-3.085422516E-2
9.303809230E2,4.581708461E-3,-4.555821419E-3,-2.006530762E-2
9.304007972E2,-9.791813791E-4,6.797313690E-4,-1.494407654E-2
9.304207018E2,2.263568342E-3,1.289010048E-3,-7.347106934E-3
9.304405916E2,-3.117062151E-4,-4.709124565E-3,5.117416382E-3
9.304604808E2,6.473869085E-3,-8.661508560E-3,-1.877784729E-2
9.304803704E2,5.489997566E-4,-3.794074059E-3,-7.476806641E-3
9.305002600E2,-6.398689002E-3,3.747940063E-4,-5.615234375E-3
9.305201496E2,6.790559739E-3,3.847002983E-3,-7.991790771E-3
9.305400378E2,2.694025636E-3,-8.641958237E-3,-1.210021973E-2
9.305599284E2,1.196004450E-4,-5.799889565E-3,-2.124786377E-2
9.305798181E2,4.588514566E-3,1.156091690E-3,-1.390266418E-2
9.305997073E2,9.890433401E-3,2.024292946E-3,-1.385784149E-2
9.306195957E2,1.443076879E-3,-3.481864929E-3,-1.285171509E-2
9.306394867E2,-4.353214055E-3,2.127766609E-3,-3.149986267E-3
9.306593761E2,9.842198342E-3,-6.130337715E-3,-1.424789429E-2
9.306792656E2,2.933092415E-3,2.503991127E-3,-1.510810852E-2
9.306991551E2,1.725964248E-4,4.361867905E-3,-2.282810211E-2
9.307190434E2,6.504256278E-3,1.512408257E-3,1.173973083E-3
9.307389340E2,4.641219974E-3,-3.628015518E-3,-1.269149780E-2
9.307588236E2,6.080046296E-4,3.883481026E-3,-7.456779480E-3
9.307787131E2,-1.961618662E-3,6.407141685E-3,-1.771259308E-2
9.307986031E2,2.492398024E-3,-1.880168915E-3,-2.238368988E-2
9.308184921E2,-6.104357541E-3,3.207564354E-3,-1.988506317E-2
9.308383816E2,5.133934319E-4,3.074407578E-3,-1.450157166E-2
9.308582713E2,-9.040273726E-4,5.024075508E-3,-4.981994629E-3
9.308781581E2,5.807798356E-3,2.098560333E-3,-7.924079895E-3
9.308980489E2,-6.053030491E-3,2.111077309E-3,-8.266448975E-3
9.309179398E2,-5.727179348E-3,1.230120659E-3,-1.792716980E-2
9.309378292E2,5.393248051E-3,6.161212921E-3,8.487701416E-3
9.309577036E2,4.678726196E-3,1.286029816E-3,-2.165794373E-2
9.309775985E2,-1.348879188E-3,-3.569245338E-3,1.104354858E-3
9.309974828E2,6.709132344E-3,-2.956748009E-3,-1.456069946E-2
9.310173862E2,5.591999739E-3,2.056479454E-3,-6.562232971E-3
9.310372757E2,-4.234239459E-3,-1.198053360E-4,-7.777214050E-3
9.310571653E2,2.957928926E-3,-6.413459778E-5,-1.132678986E-2
9.310770547E2,2.826794982E-3,-1.289844513E-4,-1.439476013E-2
9.310969455E2,3.276530653E-3,8.084535599E-3,-2.992630005E-3
9.311168351E2,1.632597297E-3,1.062452793E-2,-7.895469666E-3
9.311367246E2,-4.264414310E-3,-5.600333214E-3,-6.319046021E-3
9.311566141E2,4.963837564E-4,2.705097198E-3,-1.936531067E-2
9.311765036E2,3.991760314E-4,-1.138448715E-4,-1.900863647E-2
9.311963918E2,-1.069270074E-3,-5.714774132E-3,5.498886108E-3
9.312162825E2,2.476837486E-3,-2.429485321E-4,-1.167201996E-2
9.312361721E2,1.964580268E-3,1.771211624E-3,-6.662368774E-3
9.312560621E2,4.237256944E-3,-1.241326332E-3,-1.198196411E-2
9.312759510E2,2.582807094E-3,-3.290772438E-3,-1.151657104E-2
9.312958407E2,2.170111984E-3,-5.331039429E-4,3.729820251E-3
9.313157300E2,5.119934678E-3,8.079886436E-3,-1.313591003E-2
9.313356195E2,1.216884889E-2,6.859183311E-3,6.965637207E-3
9.313555090E2,5.263175815E-3,1.675009727E-3,1.052856445E-3
9.313753986E2,-9.970761836E-3,-1.814365387E-3,-1.177501678E-2
9.313952880E2,-9.093515575E-3,-3.913879395E-3,-1.079082489E-2
9.314151775E2,4.400309175E-3,-4.621028900E-3,-1.140689850E-2
9.314350659E2,5.207352340E-3,-6.850242615E-3,-7.858276367E-3
9.314549416E2,4.590936005E-4,-5.123972893E-3,-7.608413696E-3
9.314748461E2,5.698390305E-3,-1.713037491E-4,-1.499557495E-2
9.314947361E2,-3.246311098E-3,2.881407738E-3,-8.297920227E-3
9.315146251E2,-1.373667270E-3,-3.980755806E-3,-1.402759552E-2
9.315345149E2,1.210309565E-3,-3.748536110E-3,-8.305549622E-3
9.315544044E2,-6.836056709E-4,-8.101463318E-3,-1.104450226E-2
9.315742939E2,5.849327892E-3,1.356840134E-3,-1.746273041E-2
9.315941837E2,1.025760919E-2,-8.937835693E-3,-1.874923706E-3
9.316140722E2,-2.090770751E-3,-2.971172333E-3,2.756118774E-4
9.316339626E2,7.606953382E-3,-1.021265984E-3,-3.145313263E-2
9.316538521E2,7.526598871E-3,4.870653152E-3,-1.367187500E-2
9.316737412E2,-3.175780177E-3,-1.079916954E-3,-4.737472534E-2
9.316936312E2,3.044232726E-4,-5.027770996E-3,-1.659202576E-2
9.317135204E2,-1.932721585E-3,5.779266357E-4,-1.046276093E-2
9.317334098E2,2.048306167E-3,-5.784988403E-3,-2.482414246E-3
9.317532996E2,6.009187549E-3,-1.618266106E-3,-1.376724243E-2
9.317731878E2,5.030710250E-3,-7.807493210E-3,-1.959705353E-2
9.317930769E2,4.154752940E-3,-7.678270340E-4,3.093719482E-3
9.318129681E2,5.257319659E-3,7.461071014E-3,-1.285362244E-2
9.318328575E2,-6.238438189E-3,-6.164908409E-3,-9.897232056E-3
9.318527469E2,-1.608159393E-3,3.191232681E-3,-4.904460907E-2
9.318726358E2,1.173983514E-2,-4.643201828E-4,1.229667664E-2
9.318925249E2,7.988531142E-3,9.522438049E-4,-1.208209991E-2
9.319124145E2,-2.999410033E-3,-1.167678833E-2,-1.779174805E-2
9.319323037E2,8.552227169E-3,-1.162183285E-2,-9.227752686E-3
9.319521931E2,1.905318350E-3,2.092957497E-3,-1.290130615E-2
9.319720825E2,7.760226727E-3,5.542993546E-3,-4.270553589E-3
9.319919737E2,1.001709513E-2,-5.973100662E-3,-4.030227661E-3
9.320118633E2,-1.152544841E-2,-1.212501526E-2,-1.602172852E-4
9.320317526E2,-5.124516785E-3,-7.459878922E-3,1.878738403E-3
9.320516420E2,8.913785219E-3,-3.288507462E-3,-6.835937500E-3
9.320715318E2,4.290197045E-3,-7.465720177E-3,-2.778053284E-3
9.320914201E2,2.002533525E-3,2.286076546E-3,-6.104373932E-2
9.321113109E2,1.090396941E-2,-1.109206676E-2,-5.240440369E-3
9.321312003E2,3.308802843E-4,-8.359193802E-3,-2.345561981E-2
9.321510899E2,5.251951516E-4,-1.965522766E-3,-2.947044373E-2
9.321709793E2,6.226189435E-3,-1.278722286E-2,4.035949707E-3
9.321908688E2,1.875363290E-3,3.950953484E-3,-1.010894775E-4
9.322107581E2,2.396479249E-4,6.413698196E-3,-5.558013916E-3
9.322306480E2,-3.593526781E-4,3.975629807E-3,-6.443977356E-3
9.322505372E2,8.013579994E-3,2.870559692E-3,-9.805679321E-3
9.322704267E2,-2.081245184E-3,2.255558968E-3,-2.040863037E-3
9.322903162E2,2.125311643E-3,5.670309067E-3,-8.785247803E-3
9.323102057E2,1.007519476E-2,-1.621961594E-3,-9.653091431E-3
9.323300953E2,7.708948106E-3,-3.452658653E-3,9.508132935E-4
9.323499835E2,1.126039773E-3,-1.562118530E-3,-9.455680847E-3
9.323698743E2,-1.374270767E-3,-1.380681992E-3,-9.860038757E-3
9.323897638E2,3.861390054E-3,1.929521561E-3,-1.941299438E-2
9.324096533E2,-2.184554935E-3,9.676218033E-4,1.039600372E-2
9.324295273E2,-9.244296700E-3,6.052374840E-3,-2.886772156E-2
